3.394824829101562500e+02,8.048839569091796875e+01
3.395146179199218750e+02,8.046327972412109375e+01
3.395663757324218750e+02,8.035438537597656250e+01
3.396593017578125000e+02,8.028781127929687500e+01
3.396360473632812500e+02,8.020618438720703125e+01
3.396702270507812500e+02,8.019253540039062500e+01
3.396902770996093750e+02,8.023014068603515625e+01
3.397510986328125000e+02,8.020428466796875000e+01
3.397424926757812500e+02,8.020410156250000000e+01
3.397380065917968750e+02,8.019629669189453125e+01
3.397764587402343750e+02,8.021597290039062500e+01
3.398417968750000000e+02,8.025089263916015625e+01
3.398571777343750000e+02,8.020516204833984375e+01
3.398971557617187500e+02,8.022077941894531250e+01
3.399172668457031250e+02,8.025209808349609375e+01
3.399598693847656250e+02,8.027297973632812500e+01
3.399331970214843750e+02,8.026510620117187500e+01
3.400258178710937500e+02,8.025440979003906250e+01
3.399633789062500000e+02,8.030209350585937500e+01
3.400335998535156250e+02,8.027406311035156250e+01
3.401239013671875000e+02,8.030381011962890625e+01
3.402938232421875000e+02,8.034848785400390625e+01
3.402910461425781250e+02,8.042646789550781250e+01
3.401844177246093750e+02,8.036749267578125000e+01
3.402348022460937500e+02,8.048964691162109375e+01
3.402615661621093750e+02,8.042716979980468750e+01
3.402662353515625000e+02,8.045552062988281250e+01
3.402431640625000000e+02,8.050302886962890625e+01
3.402270812988281250e+02,8.049733734130859375e+01
3.402313537597656250e+02,8.051057434082031250e+01
3.402539672851562500e+02,8.051888275146484375e+01
3.402287292480468750e+02,8.053887939453125000e+01
3.402425231933593750e+02,8.047748565673828125e+01
3.402321777343750000e+02,8.059686279296875000e+01
3.402752075195312500e+02,8.055484771728515625e+01
3.402527465820312500e+02,8.051412963867187500e+01
3.402840881347656250e+02,8.056285095214843750e+01
3.403356628417968750e+02,8.055173492431640625e+01
3.403235473632812500e+02,8.060328674316406250e+01
3.403402404785156250e+02,8.059226226806640625e+01
3.402613525390625000e+02,8.058472442626953125e+01
3.402915344238281250e+02,8.059214019775390625e+01
3.402893981933593750e+02,8.059251403808593750e+01
3.402796325683593750e+02,8.069951629638671875e+01
3.403884277343750000e+02,8.067114257812500000e+01
3.403286437988281250e+02,8.065112304687500000e+01
3.402876892089843750e+02,8.068486022949218750e+01
3.402827148437500000e+02,8.067037963867187500e+01
3.403166198730468750e+02,8.073516845703125000e+01
3.402561950683593750e+02,8.063916015625000000e+01
3.403070678710937500e+02,8.069588470458984375e+01
3.402409667968750000e+02,8.064912414550781250e+01
3.403114318847656250e+02,8.070516967773437500e+01
3.403374328613281250e+02,8.067564392089843750e+01
3.402852783203125000e+02,8.065238952636718750e+01
3.403726806640625000e+02,8.063378143310546875e+01
3.404025268554687500e+02,8.073409271240234375e+01
3.404574279785156250e+02,8.077648162841796875e+01
3.403747863769531250e+02,8.060711669921875000e+01
3.404558410644531250e+02,8.062934112548828125e+01
3.403098449707031250e+02,8.086272430419921875e+01
3.403101501464843750e+02,8.084810638427734375e+01
3.407714538574218750e+02,7.997955322265625000e+01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.398029479980468750e+02,8.178275299072265625e+01
3.396630249023437500e+02,8.147291564941406250e+01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.414169921875000000e+02,8.033885955810546875e+01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.418934020996093750e+02,8.330092620849609375e+01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.405832519531250000e+02,7.960586547851562500e+01
